participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration
99,2023-07-25_10h22.29.178,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
99,2023-07-25_10h22.29.178,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,space,8.7164,
99,2023-07-25_10h22.29.178,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
99,2023-07-25_10h22.29.178,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
