participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,block number,block assignment,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,right,1.2868,,1,1,645.2433,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,right,1.0295,,1,1,647.7924,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,right,1.2335,,1,1,650.561,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,right,0.5153,,1,1,652.6098,0,8,8,8,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,10,,,,,,,,,,,,,,,,,right,1.0614,,1,0.5,654.7104,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,11,,,,,,,,,,,,,,,,,right,0.4985,,1,1,656.744,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,12,,,,,,,,,,,,,,,,,right,0.6437,,1,1,658.912,0,11,11,11,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,13,,,,,,,,,,,,,,,,,right,0.3808,,1,1.5,661.3119,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,14,,,,,,,,,,,,,,,,,up,0.9829,,0,1.5,664.3435,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,15,,,,,,,,,,,,,,,,,right,0.9029,,1,1.5,667.2614,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,1,,,,,,,,,,,,,,,6,1condition/mainTrials6.xlsx,right,0.5899,,0,1.5,674.8779,0,0,0,0,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,2,,,,,,,,,,,,,,,,,right,1.4531,,0,0.5,677.3479,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,3,,,,,,,,,,,,,,,,,right,1.1363,,0,0.5,679.5136,0,2,2,2,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,4,,,,,,,,,,,,,,,,,up,0.3776,,1,1.5,681.9083,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,5,,,,,,,,,,,,,,,,,up,1.1929,,0,1,684.6292,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,right,1.0264,,1,1,687.1797,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,up,1.2738,,0,1,689.9795,0,6,6,6,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,right,0.7571,,1,0.5,691.7624,0,7,7,7,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,right,0.6257,,1,0.5,693.4123,0,8,8,8,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,10,,,,,,,,,,,,,,,,,right,0.4165,,1,1.5,695.8628,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,11,,,,,,,,,,,,,,,,,right,1.0234,,0,1,698.4209,0,10,10,10,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,12,,,,,,,,,,,,,,,,,right,2.1213,,0,1,702.0692,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,13,,,,,,,,,,,,,,,,,up,0.8535,,1,0.5,703.9626,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,14,,,,,,,,,,,,,,,,,up,0.4401,,1,1.5,706.4219,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,15,,,,,,,,,,,,,,,,,up,0.5411,,1,1.5,708.9797,0,14,14,14,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,1,,,,,,,,,,,,,,,7,1condition/mainTrials7.xlsx,up,1.0952,,1,1,716.5982,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,2,,,,,,,,,,,,,,,,,up,0.8061,,1,1,718.9308,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,3,,,,,,,,,,,,,,,,,up,1.534,,1,1,721.9828,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,4,,,,,,,,,,,,,,,,,up,0.6922,,1,0.5,723.6978,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,5,,,,,,,,,,,,,,,,,up,0.3212,,1,1.5,726.0618,0,4,4,4,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,up,0.3841,,1,1.5,728.4814,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,up,1.7912,,1,1,731.8019,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,up,0.3701,,1,1.5,734.1825,0,7,7,7,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,up,0.6453,,0,1,736.3337,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,10,,,,,,,,,,,,,,,,,right,1.7831,,1,0.5,739.133,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,11,,,,,,,,,,,,,,,,,right,0.3993,,1,1.5,741.5688,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,12,,,,,,,,,,,,,,,,,right,1.5515,,1,1,744.6406,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,13,,,,,,,,,,,,,,,,,right,0.456,,1,1.5,747.1164,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,14,,,,,,,,,,,,,,,,,right,0.7746,,1,0.5,748.9162,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,15,,,,,,,,,,,,,,,,,right,0.3405,,1,1.5,751.2833,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,1,,,,,,,,,,,,,,,8,1condition/mainTrials8.xlsx,up,0.849,,0,1.5,759.1843,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,2,,,,,,,,,,,,,,,,,up,1.8864,,0,0.5,762.1039,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,3,,,,,,,,,,,,,,,,,right,1.1655,,0,1,764.7946,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,4,,,,,,,,,,,,,,,,,up,1.2357,,0,1.5,768.0515,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,5,,,,,,,,,,,,,,,,,up,0.8396,,0,1,770.4047,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,up,0.608,,0,1,772.5351,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,right,0.9666,,0,1.5,775.5178,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,left,1.3607,,1,1,778.3869,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,up,1.1797,,0,1,781.0835,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,1,781.0835,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,11,,,,,,,,,,,,,,,,,up,0.6646,,0,0.5,859.4967,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,12,,,,,,,,,,,,,,,,,up,0.4661,,1,1,861.4868,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,13,,,,,,,,,,,,,,,,,up,0.4311,,1,1.5,863.9555,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,14,,,,,,,,,,,,,,,,,up,1.2381,,1,0.5,866.4369,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,15,,,,,,,,,,,,,,,,,up,0.9003,,1,1,868.8587,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,1,,,,,,,,,,,,,,,9,1condition/mainTrials9.xlsx,right,0.5061,,1,1.5,876.4242,0,0,0,0,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,2,,,,,,,,,,,,,,,,,right,0.8025,,1,1,878.7434,0,1,1,1,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,3,,,,,,,,,,,,,,,,,up,0.6246,,0,1.5,881.3762,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,4,,,,,,,,,,,,,,,,,right,0.7839,,1,0.5,883.1752,0,3,3,3,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,5,,,,,,,,,,,,,,,,,right,0.318,,1,1.5,885.5089,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,right,0.3265,,1,1.5,887.8424,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,right,0.7118,,1,1,890.0752,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,right,0.791,,1,1,892.392,0,7,7,7,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,right,0.587,,0,1.5,895.009,0,8,8,8,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,10,,,,,,,,,,,,,,,,,up,1.0096,,0,0.5,897.0433,0,9,9,9,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,11,,,,,,,,,,,,,,,,,up,0.7134,,0,1,899.2773,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,12,,,,,,,,,,,,,,,,,left,0.5084,,1,1,901.3122,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,13,,,,,,,,,,,,,,,,,left,0.4008,,1,1.5,903.7279,0,12,12,12,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,14,,,,,,,,,,,,,,,,,left,1.7896,,1,0.5,906.5441,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,15,,,,,,,,,,,,,,,,,left,0.4705,,1,0.5,908.0431,0,14,14,14,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,1,,,,,,,,,,,,,,,10,1condition/mainTrials10.xlsx,up,1.0132,,0,0.5,950.9981,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,2,,,,,,,,,,,,,,,,,left,1.5569,,1,1.5,954.5808,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,3,,,,,,,,,,,,,,,,,left,1.1871,,1,1,957.2975,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,4,,,,,,,,,,,,,,,,,left,0.4436,,1,0.5,958.7475,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,5,,,,,,,,,,,,,,,,,left,0.5082,,1,1.5,961.2652,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,6,,,,,,,,,,,,,,,,,left,1.3918,,1,1,964.182,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,7,,,,,,,,,,,,,,,,,left,0.5519,,1,1,966.2477,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,8,,,,,,,,,,,,,,,,,left,0.3778,,1,1.5,968.648,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-03_13h05.34.068,Fish_Game,2023.1.3,MacIntel,59.99880002,,,,,,,,,,9,,,,,,,,,,,,,,,,,left,2.5001,,1,0.5,972.1656,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
