prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.501848736952525,14.501848736952525,14.501848736952525,space,3.981274563993793,None,,,,,,,99,2023-07-24_11h11.18.118,FishGame,2023.1.3,60.17033329771185,
,,,,,,,,,,,,,,,,,,,18.526248054986354,18.526248054986354,18.526248054986354,39.72136478900211,39.72136478900211,41.63417992496397,,,,,,
