participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration
,2023-10-02_19h24.15.312,Fish_Game,2023.1.3,MacIntel,60.06006006,,,
,2023-10-02_19h24.15.312,Fish_Game,2023.1.3,MacIntel,60.06006006,space,6.1935,
,2023-10-02_19h24.15.312,Fish_Game,2023.1.3,MacIntel,60.06006006,,,
,2023-10-02_19h24.15.312,Fish_Game,2023.1.3,MacIntel,60.06006006,,,
