block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3,text_2.started,ins2_key.started,pracStart_key.started,pracStart_key.keys,pracStart_key.rt,pracStart_key.duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,13.452882812009193,13.452882812009193,14.629678898025304,space,0.5574606859590858,None,99,2023-07-19_15h06.53.192,FishGame,2023.1.3,60.1877843250935,
