block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,text_2.started,ins2_key.started,pracStart_key.started,pracStart_key.keys,pracStart_key.rt,pracStart_key.duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,14.526611645997036,14.526611645997036,15.623576549987774,space,0.8934651729650795,None,99,2023-07-19_14h56.10.979,FishGame,2023.1.3,59.96299455784318,
