prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.467664543015417,13.467664543015417,escape,11.199495998967905,None,,,,,,99,2023-07-24_10h44.16.152,FishGame,2023.1.3,60.20302107507953,
,,,,,,,,,,,,,,,,,,24.705102268024348,24.705102268024348,25.178356479038484,25.178356479038484,25.36240991600789,,,,,,
