welcome_key.keys,welcome_key.rt,welcome_key.duration,participant,date,expName,psychopyVersion,OS,frameRate
space,4.3257,,,2023-10-26_10h10.20.383,Fish_Game,2023.1.3,MacIntel,60.06006006
