welcome_key.keys,welcome_key.rt,welcome_key.duration,participant,date,expName,psychopyVersion,OS,frameRate
space,1.4663,,,2023-10-10_10h49.58.153,Fish_Game,2023.1.3,MacIntel,60.0024001
