block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,text_2.started,ins2_key.started,pracStart_key.started,pracStart_key.keys,pracStart_key.rt,pracStart_key.duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,13.562937986978795,13.562937986978795,16.941272651019972,space,1.1328135230578482,None,99,2023-07-19_14h44.11.620,FishGame,2023.1.3,59.90220784109811,
