welcome_key.keys,welcome_key.rt,welcome_key.duration,participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration
space,2.2916,,,2023-11-06_17h36.14.733,Fish Game,2023.1.3,MacIntel,60.06006006,,,
,,,,2023-11-06_17h36.14.733,Fish Game,2023.1.3,MacIntel,60.06006006,space,2.8972,
,,,,2023-11-06_17h36.14.733,Fish Game,2023.1.3,MacIntel,60.06006006,,,
,,,,2023-11-06_17h36.14.733,Fish Game,2023.1.3,MacIntel,60.06006006,,,
,,,,2023-11-06_17h36.14.733,Fish Game,2023.1.3,MacIntel,60.06006006,,,
