block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3,ins_video.started,ins1_key.started,ins1_image.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show.started,F1.started,fish_key_button.started,box_show.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,16.064292341994587,123.48485456698108,123.48485456698108,space,8.098498951003421,None,,,,,,,,,99,2023-07-21_13h44.14.687,FishGame,2023.1.3,60.0332109746306,
,,,,,,,,,,,,,,,,,,,,,,,,,131.61479461198905,131.61479461198905,147.03629197797272,147.03629197797272,153.55373176501598,154.9578905130038,154.9578905130038,155.05781191098504,,,,,,
