prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.764128926035482,12.764128926035482,12.764128926035482,space,3.209735334967263,None,,,,,,,99,2023-07-24_11h09.33.511,FishGame,2023.1.3,59.77471708321387,
,,,,,,,,,,,,,,,,,,,16.02049490902573,16.02049490902573,16.02049490902573,35.2519103710074,35.2519103710074,36.50669226801256,,,,,,
