welcome_key.keys,welcome_key.rt,welcome_key.duration,participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration
space,1.1699,,,2023-11-25_23h07.14.123,Fish Game,2023.1.3,MacIntel,60.06006006,,,
,,,,2023-11-25_23h07.14.123,Fish Game,2023.1.3,MacIntel,60.06006006,space,22.7002,
,,,,2023-11-25_23h07.14.123,Fish Game,2023.1.3,MacIntel,60.06006006,,,
,,,,2023-11-25_23h07.14.123,Fish Game,2023.1.3,MacIntel,60.06006006,,,
