prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.766338462999556,13.766338462999556,13.766338462999556,space,2.2076603030436672,None,,,,,,,99,2023-07-24_11h10.37.397,FishGame,2023.1.3,60.18785061995617,
,,,,,,,,,,,,,,,,,,,16.008750492997933,16.008750492997933,16.008750492997933,25.776037042029202,25.776037042029202,26.88703197799623,,,,,,
