prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.72780304501066,13.72780304501066,13.72780304501066,escape,12.560217730002478,None,,,,,,99,2023-07-24_10h47.53.759,FishGame,2023.1.3,59.7557707540259,
,,,,,,,,,,,,,,,,,,,26.322191854007542,26.322191854007542,27.279853214044124,27.279853214044124,,,,,,,
