prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,box_show_2.started,F1_2.started,key_resp_2.started,box_show_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.837257700972259,13.837257700972259,13.837257700972259,lcmd,3.0088057150132954,None,,,,,,,,,,99,2023-07-24_11h08.42.151,FishGame,2023.1.3,60.00660553412367,
,,,,,,,,,,,,,,,,,,,16.875957698968705,16.875957698968705,16.875957698968705,16.902797071961686,16.902797071961686,17.26927888795035,18.6701182059478,18.6701182059478,18.769857080944348,,,,,,
