welcome_key.keys,welcome_key.rt,welcome_key.duration,participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3
left,3.3062,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,,,,,,,,,,,,,,
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,,,,,,,,,,,,,,
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,left,2.8309,,,,,,,,,,,,,,,,,,,
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,,,,,,,,,,,,,,
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,,,,,,,,,,,,,,
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.3145,,0,0,0,0,0,1,1,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,1.0677,,1,0,1,1,1,1,2,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,0.7747,0.0002,1,0,2,2,2,1,3,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,0.9543,,0,0,3,3,3,1,4,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,2.6069,,1,0,4,4,4,1,5,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,0.5278,,1,0,5,5,5,1,6,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,0.2122,,1,0,6,6,6,1,7,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,1.406,,1,0,7,7,7,1,8,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.7095,,1,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,left,2.3316,,0,0,9,9,9,1,10,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.746,,1,0,10,10,10,1,11,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.5431,,1,0,11,11,11,1,12,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,2.2004,,0,0,12,12,12,1,13,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.5687,,1,0,13,13,13,1,14,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.958,,1,0,14,14,14,1,15,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,0,0,0,0,1,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,3.7725,,1,0,1,1,1,1,2,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,1.5486,0.0001,1,0,2,2,2,1,3,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,1.6096,,1,0,3,3,3,1,4,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,2.8632,,0,0,4,4,4,1,5,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,1.0143,,1,0,5,5,5,1,6,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,1.2438,,1,0,6,6,6,1,7,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,0.7546,0.0001,1,0,7,7,7,1,8,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,3.283,,1,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.6337,0.0001,1,0,9,9,9,1,10,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.8423,0,1,0,10,10,10,1,11,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,right,1.4654,,0,0,11,11,11,1,12,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,,,,,0,12,12,12,1,13,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,0.6738,0.0001,1,0,13,13,13,1,14,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,,2023-10-27_13h03.33.757,Fish_Game,2023.1.3,Win32,12.01460977,,,,up,2.5499,,1,0,14,14,14,1,15,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
