prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.320850628020708,13.320850628020708,13.320850628020708,lshift,3.0683346739970148,None,,,,,,,99,2023-07-24_11h09.07.814,FishGame,2023.1.3,60.12616308670392,
,,,,,,,,,,,,,,,,,,,16.400103287014645,16.400103287014645,16.400103287014645,16.796413889038377,16.796413889038377,19.801176136010326,,,,,,
