prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.739703316008672,13.739703316008672,escape,12.276678613969125,None,,,,,,99,2023-07-24_10h42.57.176,FishGame,2023.1.3,60.10912390712012,
,,,,,,,,,,,,,,,,,,26.04822121700272,26.04822121700272,27.16736330301501,27.16736330301501,,,,,,,
