welcome_key_keys,welcome_key_rt,welcome_key_duration,group_id,path_id,date,expName,psychopyVersion,OS,frameRate,study_id,session_id,prolific_pid,ins1_key_keys,ins1_key_rt,ins1_key_duration,practice_trial_started,practice_trial_num,prac_key_resp_keys,prac_key_resp_rt,prac_key_resp_duration,prac_resp_corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key_keys,ExpStart_key_rt,ExpStart_key_duration,block number,block assignment,main_trial_started,main_trial_num,trial_resp_keys,trial_resp_rt,trial_resp_duration,main_resp_corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,513.2016,9,right,0.2353,,1,1,514.4663,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,514.9673,10,right,0.951,,0,1,516.9361,0,10,10,10,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,517.4336,11,right,0.9015,,0,1,519.3513,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,519.8546,12,right,1.6003,,0,0.5,521.9693,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,522.4705,13,up,0.8344,,1,1.5,524.8387,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,525.3387,14,up,0.5018,,1,1.5,527.3721,0,14,14,14,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,1condition/mainTrials7.xlsx,532.8833,0,up,0.8358,,1,0.5,534.2426,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,534.7424,1,up,0.7018,,1,0.5,535.9615,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,536.4606,2,up,1.3511,,1,0.5,538.3269,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,538.829,3,up,0.6344,,1,0.5,539.9947,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,540.4951,4,up,0.4699,,1,0.5,541.4785,0,4,4,4,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,541.9792,5,up,0.367,,1,1,543.3649,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,543.8659,6,up,0.7515,,1,1.5,546.1317,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,546.6326,7,up,0.6353,,1,1,548.3005,0,7,7,7,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,548.8025,8,up,0.685,,0,0.5,550.0169,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,550.5198,9,up,0.8519,,0,1.5,552.9014,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,553.4011,10,right,0.9022,,1,1,555.3206,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,555.8205,11,right,1.4011,,1,1,558.2563,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,558.7567,12,right,0.5473,,1,1.5,560.8328,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,561.3231,13,right,0.583,,1,1,562.924,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,563.424,14,right,0.4521,,1,1.5,565.4075,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,1,,,,,,,,,,,,8,1condition/mainTrials8.xlsx,570.9169,0,up,1.5497,,0,1.5,573.994,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,574.4972,1,up,1.2137,,0,1.5,577.229,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,577.729,2,up,2.6672,,0,0.5,580.9152,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,581.4145,3,left,1.0336,,1,0.5,582.9661,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,583.4654,4,left,0.6025,,1,1,585.0836,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,585.5846,5,left,0.6344,,1,0.5,586.7335,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,587.2341,6,left,1.802,,1,0.5,589.5688,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,590.0696,7,left,1.1518,,1,0.5,591.7529,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,592.2538,8,left,1.4652,,1,1,594.7371,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,595.2377,9,left,0.7176,,1,1,596.9742,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,597.4767,10,left,0.8364,,1,1.5,599.84,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,600.3414,11,left,1.067,,0,1,602.4406,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,602.9443,12,up,0.9392,,1,1,604.9091,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,605.4106,13,up,0.5817,,1,1.5,607.5263,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,608.0285,14,up,0.8346,,1,0.5,609.3943,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,1,,,,,,,,,,,,9,1condition/mainTrials9.xlsx,614.9043,0,right,1.3014,,1,0.5,616.7309,0,0,0,0,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,617.2314,1,right,0.45,,1,1.5,619.2014,0,1,1,1,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,619.6997,2,right,0.6878,,1,1.5,621.9018,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,622.4037,3,right,0.7838,,1,0.5,623.7198,0,3,3,3,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,624.2212,4,right,0.5829,,1,0.5,625.3362,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,625.8385,5,right,0.7298,,1,1,627.6037,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,628.1046,6,right,0.7515,,1,0.5,629.3875,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,629.888,7,right,0.7336,,1,0.5,631.1377,0,7,7,7,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,631.6405,8,right,0.7182,,0,1.5,633.8907,0,8,8,8,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,634.3908,9,right,1.5333,,0,1,636.957,0,9,9,9,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,637.4593,10,left,0.9178,,1,1.5,639.8935,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,640.3935,11,left,0.5833,,1,1.5,642.4943,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,642.9934,12,left,0.5341,,1,1.5,645.046,0,12,12,12,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,645.5481,13,left,1.0177,,1,0.5,647.0959,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,647.5983,14,left,0.7503,,1,0.5,648.8828,0,14,14,14,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,1condition/mainTrials10.xlsx,654.3912,0,up,2.0348,,0,0.5,656.9513,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,657.4515,1,up,1.8815,,0,0.5,659.8704,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,660.3702,2,left,1.4708,,1,1,662.8707,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,663.373,3,left,0.5849,,1,1,664.9872,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,665.4889,4,left,0.8337,,1,0.5,666.8564,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,667.3554,5,left,1.0522,,1,1,669.4246,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,669.9242,6,left,0.6855,,1,1,671.6268,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,672.1269,7,left,0.518,,1,1.5,674.1757,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,674.6755,8,left,0.8173,,1,0.5,676.0094,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,676.5095,9,left,0.6363,,1,0.5,677.6604,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,678.1631,10,left,0.7678,,0,1,679.9636,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,680.4613,11,left,0.6181,,0,1.5,682.5954,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,A,2024-02-16_14h44.12.299,Fish Game,2023.1.3,MacIntel,59.97361161,justicestudyid,justicesessionid,justiceprolificid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,683.0993,12,left,0.8174,,0,0.5,684.4472,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
