prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,inst3_image.started,box_show_2.started,F1_2.started,key_resp_2.started,box_show_2.stopped,key_resp_2.keys,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.046589978970587,13.046589978970587,13.046589978970587,space,87.89492548204726,None,,,,,,,,,,,,99,2023-07-24_14h17.42.831,FishGame,2023.1.3,59.98449257777295,
,,,,,,,,,,,,,,,,,,,100.9765993419569,100.9765993419569,100.9765993419569,179.62119531695498,179.62119531695498,179.62119531695498,183.73435238498496,185.16740631399443,185.16740631399443,185.2343191029504,None,,,,,,
