trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,condsFile,readyMsg,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,inst3_image.started,box_show_2.started,F1_2.started,key_resp_2.started,box_show_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,Begin_txt.started,ExpStart_key.started,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,box_show.started,F1.started,fish_key_button.started,box_show.stopped,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_time,breakStart_txt.started,reward_block_chosen,participant,date,expName,psychopyVersion,frameRate,
15,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,1,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,153.11007687996607,153.5672714979737,153.5672714979737,153.61726472497685,right,0.5802052390063182,None,1,0.5,154.1525933049852,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
16,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,1,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,154.69659436895745,156.15204843395622,156.15204843395622,156.20202275097836,right,0.48206122498959303,None,1,1.5,156.63753260299563,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
17,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,1,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,157.1794421779923,158.15316071198322,158.15316071198322,158.18651748995762,right,0.40977980999741703,None,1,1.0,158.57133616297506,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
18,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,1,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,159.11277992196847,160.07083772995975,160.07083772995975,160.12094438797794,right,0.3340992900193669,None,1,1.0,160.4072368159541,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
19,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,1,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,160.94913020997774,161.42200499097817,161.42200499097817,161.45560860499972,right,0.6260111129959114,None,1,0.5,162.05688181798905,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
20,,,,,,,,,1condition/trialsB1.xlsx,"C1 B1- 12,8: (213),(231)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,1,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,162.6003321199678,163.0558248339803,163.0558248339803,163.105825644976,right,1.3769651510519907,None,1,0.5,164.44127859699074,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
1,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,0,1,left,,,,,0,2,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,169.9824658689904,170.44324436900206,170.44324436900206,170.4932790210005,left,0.6799581499653868,None,1,0.5,171.12889683496905,164.97373907500878,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
2,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,0,1,left,,,,,0,2,2,4,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,171.67604186898097,172.14418461499736,172.14418461499736,172.17761322797742,right,0.7542340100044385,None,0,0.5,172.91283735696925,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
3,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.JPG,stimuli/blank.JPG,0,1,left,,,,,0,2,2,4,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,173.45466199400835,174.41222396999365,174.41222396999365,174.46216076100245,left,0.5607050859834999,None,1,1.0,174.9803820969537,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
4,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.JPG,0,1,left,,,,,0,2,2,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,175.52424908598186,175.9797074960079,175.9797074960079,176.0299489669851,left,1.208481352950912,None,1,0.5,177.1986548259738,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
5,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,2,2,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,177.74414225498913,178.19784738396993,178.19784738396993,178.24771079898346,left,0.5689069789950736,None,1,0.5,178.78277640597662,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
6,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,2,2,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,179.32788388896734,180.28218063799432,180.28218063799432,180.33219131000806,left,0.44563786895014346,None,1,1.0,180.7341812539962,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
7,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,2,2,4,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,181.27906613395317,182.73360668099485,182.73360668099485,182.78364625398535,left,0.5446135509992018,None,1,1.5,183.28595601895358,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
8,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,2,2,4,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,183.83052500797203,185.2851809039712,185.2851809039712,185.33512751600938,left,0.38847026298753917,None,1,1.5,185.68694767996203,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
9,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,3,right,,,,,0,2,2,4,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,186.23168398800772,187.6864419959602,187.6864419959602,187.73640353698283,left,0.49315061001107097,None,0,1.5,188.18795308895642,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
10,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right,,,,,0,2,2,4,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,188.73076420999132,190.18830796697875,190.18830796697875,190.23827547597466,right,0.5258763659512624,None,1,1.5,190.723337480973,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
11,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,2,2,4,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,191.26717463700334,192.23883002100047,192.23883002100047,192.27226127200993,right,0.5298148029833101,None,1,1.0,192.77422896097414,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
12,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right,,,,,0,2,2,4,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,193.31716005899943,194.77359432296362,194.77359432296362,194.8239670099574,right,0.3424082410056144,None,1,1.5,195.12503275397466,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
13,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,195.66687554999953,197.12492900399957,197.12492900399957,197.1750981779769,right,0.2500783490249887,None,1,1.5,197.40205546695506,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
14,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,197.93443408497842,198.40895046596415,198.40895046596415,198.4423988769995,right,0.8413750560139306,None,1,0.5,199.2608205099823,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
15,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,2,2,4,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,199.80142029898707,200.26009743096074,200.26009743096074,200.30996748799225,right,0.7566038789809681,None,1,0.5,201.0285040870076,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
16,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,201.57090986595722,203.028333225986,203.028333225986,203.07825838500867,right,0.5008216130081564,None,1,1.5,203.54643319896422,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
17,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,204.08903285098495,204.545801249973,204.545801249973,204.59583019296406,right,2.238862452970352,None,1,0.5,206.79848146100994,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
18,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,207.34332073596306,208.29789391800296,208.29789391800296,208.34808244596934,right,0.43471107800723985,None,1,1.0,208.74955240398413,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
19,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,2,2,4,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,209.29362941900035,209.74884900701,209.74884900701,209.7989068129682,right,0.860870738979429,None,1,0.5,210.6186759499833,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
20,,,,,,,,,1condition/trialsB5.xlsx,"C5 B5- 8,12: (132),(321)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right,,,,,0,2,2,4,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,211.16284800000722,212.13348546496127,212.13348546496127,212.16677002195502,right,0.3975957930088043,None,1,1.0,212.53532009897754,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
1,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,1,2,up,,,,,0,3,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,218.0764214170049,218.53705170797184,218.53705170797184,218.58696001197677,up,0.9005703079747036,None,1,0.5,219.4393352129846,213.0673196229618,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
2,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,1,2,up,,,,,0,3,3,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,219.9765112279565,220.9388229830074,220.9388229830074,220.9885469370056,up,0.4957160840276629,None,1,1.0,221.44092356000328,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
3,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,1,2,up,,,,,0,3,3,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,221.980852779001,222.4562897979631,222.4562897979631,222.4895932219806,up,0.6726457799668424,None,1,0.5,223.14080225297948,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
4,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,1,2,up,,,,,0,3,3,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,223.68150342896115,224.14011722395662,224.14011722395662,224.1901981550036,up,0.5688252689433284,None,1,0.5,224.7251100099529,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
5,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,0,3,3,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,225.2677146049682,225.72439483297057,225.72439483297057,225.7743773710099,up,0.5696549010463059,None,1,0.5,226.30917682900326,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
6,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up,,,,,0,3,3,5,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,226.85082813695772,228.30911854997976,228.30911854997976,228.35910121398047,up,0.47204090299783275,None,1,1.5,228.79390932497336,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
7,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up,,,,,0,3,3,5,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,229.3353501079837,230.29353114799596,230.29353114799596,230.34356547897914,up,0.4876684420160018,None,1,1.0,230.79525480000302,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
8,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,3,3,5,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,231.3377545789699,231.7943476929795,231.7943476929795,231.8444989589625,up,0.5913956279982813,None,0,0.5,232.39617274800548,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
9,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,3,3,5,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,232.93869767099386,234.39592461200664,234.39592461200664,234.4458905099891,up,0.4390497279819101,None,0,1.5,234.8475113249733,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
10,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,3,3,5,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,235.39125509600854,235.84682351897936,235.84682351897936,235.89674453099724,left,0.4613569710054435,None,1,0.5,236.3157770030084,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
11,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,3,3,5,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,236.86012648895849,238.3150138219935,238.3150138219935,238.36476955696708,left,0.5066171070211567,None,1,1.5,238.8330472749658,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
12,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,239.38039815600496,239.8324757340015,239.8324757340015,239.88237070199102,left,0.5561735730152577,None,1,0.5,240.40070564398775,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
13,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,240.9451778929797,242.40047922398662,242.40047922398662,242.4505640270072,left,0.4007890080101788,None,1,1.5,242.8186817819951,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
14,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,243.3648877289961,243.8179078969988,243.8179078969988,243.86827129800804,left,0.48406036297092214,None,1,0.5,244.3034699249547,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
15,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,3,3,5,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,244.84738617599942,245.81920572399395,245.81920572399395,245.85249496699544,left,0.3089053939911537,None,1,1.0,246.13725894095842,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
16,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,246.68145118298708,247.15298157697544,247.15298157697544,247.18634224595735,left,1.21011903998442,None,1,0.5,248.37148436898133,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
17,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,3,3,5,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,248.90012600895716,249.87121578498045,249.87121578498045,249.90456627099775,left,0.5032312310067937,None,1,1.0,250.39636208000593,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
18,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,250.93492862198036,251.90604659495875,251.90604659495875,251.9393843159778,left,0.5321857969975099,None,1,1.0,252.44121738296235,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
19,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,252.98477739898954,253.45652131095994,253.45652131095994,253.48982782196254,left,0.5374012070242316,None,1,0.5,254.00809880299494,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
20,,,,,,,,,1condition/trialsB6.xlsx,"C6 B6- 7,13: (312),(123)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,3,3,5,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,254.55229941697326,255.00742679199902,255.00742679199902,255.0574542369577,left,0.6168759639840573,None,1,0.5,255.62592169299023,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
1,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,4,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,261.1657478690031,262.628462062974,262.628462062974,262.69568281195825,up,0.7576525959884748,None,0,1.5,263.3970271599828,256.1580883029965,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
2,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,4,4,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,263.9376636579982,264.3962161859963,264.3962161859963,264.44599197100615,up,0.8681566179729998,None,0,0.5,265.2811550209881,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
3,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,4,4,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,265.8213611249812,266.7808238269645,266.7808238269645,266.8309715439682,right,0.5490684459800832,None,1,1.0,267.3334218490054,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
4,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/blank.JPG,2,3,right,,,,,0,4,4,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,267.873678768985,269.348999275011,269.348999275011,269.3822588920011,right,0.306619671988301,None,1,1.5,269.6670577809564,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
5,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,4,4,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,270.2105239109951,270.666325536964,270.666325536964,270.7163748439634,right,0.7157646109699272,None,1,0.5,271.38539227098227,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
