trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,condsFile,readyMsg,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,inst3_image.started,box_show_2.started,F1_2.started,key_resp_2.started,box_show_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,Begin_txt.started,ExpStart_key.started,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,box_show.started,F1.started,fish_key_button.started,box_show.stopped,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_time,breakStart_txt.started,reward_block_chosen,participant,date,expName,psychopyVersion,frameRate,
6,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,4,4,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,271.92802442697575,272.900965481007,272.900965481007,272.93430015596095,right,0.4362782369717024,None,1,1.0,273.35286077897763,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
7,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,4,4,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,273.89482480095467,274.85200105799595,274.85200105799595,274.9021273839753,right,0.4389750430127606,None,1,1.0,275.3039671119768,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
8,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,1,2,up,,,,,0,4,4,3,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,275.8470195379923,276.8126157730003,276.8126157730003,276.8416006169864,right,0.42591378500219434,None,0,1.0,277.2546026429627,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
9,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,1,2,up,,,,,0,4,4,3,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,277.7977303559892,278.2537941429764,278.2537941429764,278.3046290979837,up,0.6348663939861581,None,1,0.5,278.90630864398554,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
10,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up,,,,,0,4,4,3,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,279.44981454400113,280.905485123978,280.905485123978,280.95545709400903,up,0.6026830180198886,None,1,1.5,281.5236946559744,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
11,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up,,,,,0,4,4,3,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,282.0650351810036,283.0230996509781,283.0230996509781,283.0731965879677,up,0.9969097709981725,None,1,1.0,284.0252048049588,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
12,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,0,4,4,3,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,284.56760288297664,285.02423273795284,285.02423273795284,285.0743408809649,up,0.6156272140215151,None,1,0.5,285.6428690039902,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
13,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,0,4,4,3,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,286.1848538899794,287.1421556819696,287.1421556819696,287.19212256598985,up,0.4102315689669922,None,1,1.0,287.56060283700936,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
14,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up,,,,,0,4,4,3,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,288.1019937939709,289.5601535079768,289.5601535079768,289.6102050009649,up,0.4695447529666126,None,1,1.5,290.0450226870016,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
15,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,4,4,3,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,290.588829913002,291.5446012779721,291.5446012779721,291.59460890397895,up,0.657459837035276,None,0,1.0,292.2129258179921,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
16,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,4,4,3,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,292.7553942389786,293.71255177696,293.71255177696,293.7624768280075,up,0.8006505349767394,None,0,1.0,294.5147281459649,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
17,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,4,4,3,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,295.05781798099633,296.01393726898823,296.01393726898823,296.06383362796623,left,0.9404694809927605,None,1,1.0,296.9657483729534,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
18,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left,,,,,0,4,4,3,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,297.51029321196256,298.9655733969994,298.9655733969994,299.01565577997826,left,0.47725070000160486,None,1,1.5,299.4505756520084,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
19,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,4,4,3,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,299.9954195820028,300.44954742497066,300.44954742497066,300.49973333999515,left,0.8912314340122975,None,1,0.5,301.35175285697915,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
20,,,,,,,,,1condition/trialsB4.xlsx,"C4 B4- 7,7,6: (231),(213),(132)",stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,4,4,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,301.8959610289894,302.8511405029567,302.8511405029567,302.90111671498744,up,0.9929184539942071,None,0,1.0,303.85315407195594,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
1,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,5,5,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,309.39279756095493,310.8554981650086,310.8554981650086,310.905525907001,right,0.7672627329593524,None,1,1.5,311.62453032599296,304.3852662209538,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
2,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.JPG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,5,5,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,312.16156995500205,313.1400171829737,313.1400171829737,313.173342049995,right,0.7223094189539552,None,1,1.0,313.8751352749532,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
3,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.JPG,stimuli/blank.JPG,2,3,right,,,,,0,5,5,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,314.41336244996637,314.87438590597594,314.87438590597594,314.9243690239964,right,0.06017364904982969,None,1,0.5,314.9427593550063,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
4,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.JPG,2,3,right,,,,,0,5,5,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,315.483340198989,316.44175635796273,316.44175635796273,316.4919117729878,right,0.6071067360462621,None,1,1.0,317.06029560795287,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
5,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,317.6026201079949,319.0600302160019,319.0600302160019,319.11009128100704,right,0.43070754199288785,None,1,1.5,319.4951319549582,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
6,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,320.0370262209908,320.9944927080069,320.9944927080069,321.0445325069595,right,0.9072879799641669,None,1,1.0,321.9130816119723,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
7,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,322.4562140610069,322.91225027898327,322.91225027898327,322.962286171969,right,0.49906933697639033,None,1,0.5,323.4143785199849,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
8,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,5,5,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,323.95797828398645,324.4297346759704,324.4297346759704,324.462933770963,right,0.5043331939959899,None,1,0.5,324.94864735298324,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
9,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,325.4902806279715,325.96402146597393,325.96402146597393,325.99731975299073,right,0.39274229598231614,None,1,0.5,326.36556360597024,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
10,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,0,5,5,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,326.89320479298476,327.3648112390074,327.3648112390074,327.3981105979765,right,0.6681151629891247,None,1,0.5,328.04988824395696,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
11,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,328.59322265995434,329.5493546669604,329.5493546669604,329.5993589059799,right,0.4542717339936644,None,1,1.0,330.01779149397044,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
12,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,330.55960865097586,331.51716711599147,331.51716711599147,331.5671728570014,right,0.3843965010019019,None,1,1.0,331.91864325798815,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
13,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right,,,,,0,5,5,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,332.46210582298227,333.4183596709627,333.4183596709627,333.4682853400009,right,0.3586803099606186,None,1,1.0,333.7865701749688,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
14,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,5,5,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,334.329986613011,335.78626347897807,335.78626347897807,335.8363685379736,right,0.6300161539693363,None,0,1.5,336.42181362595875,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
15,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,5,5,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,336.96899364399724,337.9375437469571,337.9375437469571,337.9707245960017,right,0.7642734869732521,None,0,1.0,338.70591878599953,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
16,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,5,5,2,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,339.24889946798794,340.2056082919589,340.2056082919589,340.25551649701083,left,0.7948797729914077,None,1,1.0,341.00777534698136,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
17,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,,,,,0,5,5,2,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,341.5505950659863,342.0229534099926,342.0229534099926,342.056337751972,left,0.5141409829957411,None,1,0.5,342.5412717110012,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
18,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,5,5,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,343.0858641859959,344.04073129495373,344.04073129495373,344.0907279609819,left,0.3912419170374051,None,1,1.0,344.44225989299593,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
19,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,5,5,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,344.98657688999083,346.4420493459911,346.4420493459911,346.49286094895797,left,0.28175174398347735,None,1,1.5,346.7279363319976,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
20,,,,,,,,,1condition/trialsB3.xlsx,"C3 B3- 13,7: (321),(132)",stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left,,,,,0,5,5,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,347.2727685649879,348.7434074829798,348.7434074829798,348.7767169259605,left,0.26237719296477735,None,1,1.5,349.0122716850019,,,99,2023-07-24_16h00.49.775,FishGame,2023.1.3,59.85603473686067,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.543859419995,1,,,,,,
