block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,text_2.started,ins2_key.started,pracStart_key.started,pracStart_key.keys,pracStart_key.rt,pracStart_key.duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,12.45733151701279,12.45733151701279,13.00969666900346,space,0.6831944559817202,None,99,2023-07-19_14h58.13.698,FishGame,2023.1.3,60.20647861827729,
