participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.3508,,1,0,18,18,18,1,19,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.6699,,1,0,19,19,19,1,20,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,space,1.2976,,,,,,,,,,,,,,,,,,,,
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,1,,,,,,,,,,,,left,0.6759,,1,0.5,8/8/23,0,0,0,0,1,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,2,,,,,,,,,,,,left,0.4557,,1,1,8/8/23,0,1,1,1,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,3,,,,,,,,,,,,left,0.6733,,1,1.5,8/8/23,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,4,,,,,,,,,,,,left,0.6276,,1,1.5,8/8/23,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,5,,,,,,,,,,,,left,0.6397,,1,1,8/8/23,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,6,,,,,,,,,,,,left,0.5496,,1,1,8/8/23,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,7,,,,,,,,,,,,left,0.3168,,1,1,8/8/23,0,6,6,6,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,8,,,,,,,,,,,,left,0.4333,,1,1,8/8/23,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,9,,,,,,,,,,,,left,0.6444,,0,0.5,8/8/23,0,8,8,8,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,10,,,,,,,,,,,,left,0.8006,,0,0.5,8/8/23,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,11,,,,,,,,,,,,left,0.7768,,0,0.5,8/8/23,0,10,10,10,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,12,,,,,,,,,,,,left,0.3684,,0,1.5,8/8/23,0,11,11,11,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,13,,,,,,,,,,,,left,0.5985,,0,1.5,8/8/23,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,0.5,8/8/23,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,1,8/8/23,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,16,,,,,,,,,,,,right,0.1067,,1,1,8/8/23,0,15,15,15,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,17,,,,,,,,,,,,right,0.0502,,1,0.5,8/8/23,0,16,16,16,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,18,,,,,,,,,,,,right,0.3071,,1,1.5,8/8/23,0,17,17,17,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,19,,,,,,,,,,,,right,0.3606,,1,1,8/8/23,0,18,18,18,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,2023-08-08_07h52.34.601,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,20,,,,,,,,,,,,right,0.5302,,1,0.5,8/8/23,0,19,19,19,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
