prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,inst3_image.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.540832491009496,14.540832491009496,14.540832491009496,space,0.8259685270022601,None,,,,,,,,99,2023-07-24_11h13.56.104,FishGame,2023.1.3,59.7822306749357,
,,,,,,,,,,,,,,,,,,,15.415457905968651,15.415457905968651,15.415457905968651,16.91253879101714,16.91253879101714,16.91253879101714,24.378814900002908,,,,,,
