participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,space,2.1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.4012,,1,0,0,0,0,1,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.3685,,1,0,1,1,1,1,2,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.3298,,1,0,2,2,2,1,3,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.7031,,1,0,3,3,3,1,4,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.2835,,1,0,4,4,4,1,5,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.7009,,1,0,5,5,5,1,6,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.4274,,1,0,6,6,6,1,7,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,1.4397,,1,0,7,7,7,1,8,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.4066,,1,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.5145,,1,0,9,9,9,1,10,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.593,,0,0,10,10,10,1,11,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.4117,,1,0,11,11,11,1,12,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.3203,,1,0,12,12,12,1,13,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.6016,,1,0,13,13,13,1,14,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.3653,,1,0,14,14,14,1,15,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.5866,,1,0,15,15,15,1,16,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.3356,,1,0,16,16,16,1,17,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.6877,,1,0,17,17,17,1,18,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.3534,,1,0,18,18,18,1,19,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,0.9074,,0,0,19,19,19,1,20,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,space,1.709,,,,,,,,,,,,,,,,,,,,
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,1,,,,,,,,,,,,up,0.5495,,1,1.5,8/8/23,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,2,,,,,,,,,,,,up,0.4492,,1,1.5,8/8/23,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,3,,,,,,,,,,,,up,0.7316,,1,1,8/8/23,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,4,,,,,,,,,,,,up,0.8543,,1,1.5,8/8/23,0,3,3,3,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,5,,,,,,,,,,,,up,0.3996,,1,1.5,8/8/23,0,4,4,4,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,6,,,,,,,,,,,,up,0.7296,,1,1,8/8/23,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,7,,,,,,,,,,,,up,0.2717,,1,1.5,8/8/23,0,6,6,6,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,8,,,,,,,,,,,,up,0.655,,0,0.5,8/8/23,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,9,,,,,,,,,,,,up,0.5031,,0,0.5,8/8/23,0,8,8,8,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,10,,,,,,,,,,,,up,0.6622,,0,1.5,8/8/23,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,11,,,,,,,,,,,,left,0.0236,,1,1.5,8/8/23,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,12,,,,,,,,,,,,right,0.3362,,0,1,8/8/23,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,13,,,,,,,,,,,,right,0.5079,,0,0.5,8/8/23,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,14,,,,,,,,,,,,left,0.5868,,1,0.5,8/8/23,0,13,13,13,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,15,,,,,,,,,,,,left,0.295,,1,0.5,8/8/23,0,14,14,14,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,16,,,,,,,,,,,,left,0.2501,,1,0.5,8/8/23,0,15,15,15,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,17,,,,,,,,,,,,left,0.3813,,1,1.5,8/8/23,0,16,16,16,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,18,,,,,,,,,,,,left,0.3508,,1,1.5,8/8/23,0,17,17,17,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,19,,,,,,,,,,,,left,0.2581,,1,1,8/8/23,0,18,18,18,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-08-08_08h03.38.023,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,20,,,,,,,,,,,,left,0.3265,,1,1.5,8/8/23,0,19,19,19,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
