participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration
99,2023-07-25_10h44.47.649,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
99,2023-07-25_10h44.47.649,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,space,1321.0907,
99,2023-07-25_10h44.47.649,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
99,2023-07-25_10h44.47.649,FG-6B20T_updated_main,2023.1.3,MacIntel,60.0024001,,,
