prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.951500630995724,14.951500630995724,14.951500630995724,escape,38.09805888700066,None,,,,,,99,2023-07-24_11h04.18.858,FishGame,2023.1.3,60.10208603859646,
,,,,,,,,,,,,,,,,,,,53.08769571600715,53.08769571600715,62.01973260799423,62.01973260799423,70.08764589997008,,,,,,
