prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.475196940999012,13.475196940999012,13.475196940999012,space,33.20301095600007,None,,,,,,99,2023-07-24_11h05.53.393,FishGame,2023.1.3,60.0710763380243,
,,,,,,,,,,,,,,,,,,,46.71766453399323,46.71766453399323,62.986940575006884,62.986940575006884,64.63816414802568,,,,,,
