participant,date,expName,psychopyVersion,OS,frameRate,ins1_key.keys,ins1_key.rt,ins1_key.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fish_key_2.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key.keys,ExpStart_key.rt,ExpStart_key.duration,block number,block assignment,fish_key_button.keys,fish_key_button.rt,fish_key_button.duration,fish_key.corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,0.7479,,1,0,6,6,6,1,7,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,0.5183,,0,0,7,7,7,1,8,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.0168,,1,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,0,9,9,9,1,10,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.0005,,1,0,10,10,10,1,11,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.6563,,1,0,11,11,11,1,12,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.8145,,1,0,12,12,12,1,13,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.1673,,1,0,13,13,13,1,14,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.6853,,1,0,14,14,14,1,15,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.8283,,1,0,0,0,0,1,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.7835,,1,0,1,1,1,1,2,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,1.9366,,0,0,2,2,2,1,3,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.4644,,1,0,3,3,3,1,4,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,0.7932,,0,0,4,4,4,1,5,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,left,0.1999,,0,0,5,5,5,1,6,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,1.0933,,1,0,6,6,6,1,7,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,0.2732,,1,0,7,7,7,1,8,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,right,1.8797,,0,0,8,8,8,1,9,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,1.2527,,1,0,9,9,9,1,10,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.0503,,1,0,10,10,10,1,11,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.8689,,1,0,11,11,11,1,12,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.6961,,1,0,12,12,12,1,13,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.8906,,1,0,13,13,13,1,14,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,up,0.9594,,1,0,14,14,14,1,15,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up,,,,,,,,,,,,,,,,,,,,,,,,
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,1,,,,,,,,,space,10.4599,,1,1condition/mainTrials10.xlsx,up,0.7276,,0,1.5,214.5775,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,2,,,,,,,,,,,,,,up,0.8231,,0,0.5,216.4306,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,3,,,,,,,,,,,,,,left,0.5697,,1,1,218.5279,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,4,,,,,,,,,,,,,,left,0.5311,,1,1.5,221.093,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,5,,,,,,,,,,,,,,left,0.3614,,1,1.5,223.4728,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,6,,,,,,,,,,,,,,left,0.6495,,1,0.5,225.1545,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,7,,,,,,,,,,,,,,left,0.4989,,1,1.5,227.6746,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,8,,,,,,,,,,,,,,left,1.0814,,1,1,230.287,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,9,,,,,,,,,,,,,,left,0.6015,,1,1,232.4189,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,10,,,,,,,,,,,,,,left,0.4097,,1,0.5,233.8496,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,11,,,,,,,,,,,,,,left,0.1196,,0,1,235.4993,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,12,,,,,,,,,,,,,,left,1.717,,0,0.5,238.2363,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,13,,,,,,,,,,,,,,left,0.8645,,0,0.5,240.1334,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,14,,,,,,,,,,,,,,left,1.6517,,0,0.5,242.8141,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,15,,,,,,,,,,,,,,right,0.0996,,1,1.5,244.9458,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,1,,,,,,,,,,,,2,1condition/mainTrials2.xlsx,up,0.594,,1,0.5,251.5579,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,2,,,,,,,,,,,,,,up,0.1174,,1,1,253.2071,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,3,,,,,,,,,,,,,,up,0.4769,,1,1,255.2052,0,2,2,2,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,4,,,,,,,,,,,,,,up,0.5768,,1,1.5,257.7891,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,5,,,,,,,,,,,,,,up,0.4722,,1,1.5,260.2871,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,6,,,,,,,,,,,,,,up,0.5804,,1,0.5,261.9022,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,7,,,,,,,,,,,,,,up,0.7392,,0,1,264.1641,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,0,1,left
,2023-10-02_19h31.18.207,Fish_Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,8,,,,,,,,,,,,,,up,0.4796,,0,1,266.1644,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,0,1,left
