prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,inst2_image.started,text_3.started,ins3_key.started,inst3_image.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.198531773989089,13.198531773989089,13.198531773989089,space,1.2423426609602757,None,,,,,,,,99,2023-07-24_11h14.36.845,FishGame,2023.1.3,59.707831895143634,
,,,,,,,,,,,,,,,,,,,14.488295486022253,14.488295486022253,14.488295486022253,15.96685626998078,15.96685626998078,15.96685626998078,47.6963307930273,,,,,,
