block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,condsFile,readyMsg,text_2.started,ins2_key.started,pracStart_key.started,pracStart_key.keys,pracStart_key.rt,pracStart_key.duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,13.04750588798197,13.04750588798197,13.667265177995432,space,0.781110699987039,None,99,2023-07-19_14h56.53.269,FishGame,2023.1.3,60.17692039324748,
