welcome_key_keys,welcome_key_rt,welcome_key_duration,study_id,path_id,date,expName,psychopyVersion,OS,frameRate,prolific_id,ins1_key_keys,ins1_key_rt,ins1_key_duration,practice_trial_started,practice_trial_num,prac_key_resp_keys,prac_key_resp_rt,prac_key_resp_duration,prac_resp_corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key_keys,ExpStart_key_rt,ExpStart_key_duration,block number,block assignment,main_trial_started,main_trial_num,trial_resp_keys,trial_resp_rt,trial_resp_duration,main_resp_corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,661.6622,9,,,,,1,629.8222,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,666.8901,10,,,,,1,629.8222,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,672.1148,11,,,,,1,629.8222,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,677.339,12,,,,,1,629.8222,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,682.5539,13,,,,,1,629.8222,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,687.7813,14,,,,,1,629.8222,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,9,1condition/mainTrials9.xlsx,698.0304,0,,,,,1,629.8222,0,0,0,0,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,703.2485,1,,,,,0.5,629.8222,0,1,1,1,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,708.4802,2,,,,,1,629.8222,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,713.7054,3,,,,,1,629.8222,0,3,3,3,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,718.9259,4,,,,,1.5,629.8222,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,724.1465,5,,,,,1,629.8222,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,729.3665,6,,,,,1,629.8222,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,734.5859,7,,,,,0.5,629.8222,0,7,7,7,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,739.8211,8,,,,,0.5,629.8222,0,8,8,8,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,745.0507,9,,,,,1.5,629.8222,0,9,9,9,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,750.2753,10,,,,,0.5,629.8222,0,10,10,10,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,755.5039,11,,,,,0.5,629.8222,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,760.7311,12,,,,,0.5,629.8222,0,12,12,12,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,765.9589,13,,,,,0.5,629.8222,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,771.1937,14,,,,,0.5,629.8222,0,14,14,14,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,1condition/mainTrials10.xlsx,781.438,0,,,,,1,629.8222,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,786.6615,1,,,,,1.5,629.8222,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,791.8896,2,,,,,1.5,629.8222,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,797.1092,3,,,,,1,629.8222,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,802.3229,4,,,,,0.5,629.8222,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,807.5571,5,,,,,1.5,629.8222,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,812.783,6,,,,,1.5,629.8222,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,818.0005,7,,,,,1,629.8222,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,823.218,8,,,,,1,629.8222,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,828.4502,9,,,,,1.5,629.8222,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,833.6809,10,,,,,1.5,629.8222,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,838.9125,11,,,,,0.5,629.8222,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,844.1347,12,,,,,1.5,629.8222,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,849.3624,13,,,,,1,629.8222,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,854.5891,14,,,,,1,629.8222,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
