welcome_key_keys,welcome_key_rt,welcome_key_duration,study_id,path_id,date,expName,psychopyVersion,OS,frameRate,prolific_id,ins1_key_keys,ins1_key_rt,ins1_key_duration,practice_trial_started,practice_trial_num,prac_key_resp_keys,prac_key_resp_rt,prac_key_resp_duration,prac_resp_corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ExpStart_key_keys,ExpStart_key_rt,ExpStart_key_duration,block number,block assignment,main_trial_started,main_trial_num,trial_resp_keys,trial_resp_rt,trial_resp_duration,main_resp_corr,fish_interval,key_resp_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fish1,fish2,fish3,fish4,fish5,pond,pond2,pond3
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,409.1316,13,up,0.1244,,1,0.5,410.2971,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,410.7976,14,up,0.0004,,1,1.5,412.8287,0,14,14,14,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,1condition/mainTrials4.xlsx,418.3548,0,right,0.1229,,1,0.5,419.4875,0,0,0,0,1,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,419.9874,1,right,0.3828,,1,1,421.9033,0,1,1,1,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,422.4029,2,right,0.1351,,1,1.5,424.5659,0,2,2,2,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,425.0661,3,right,0.4169,,1,1,427.014,0,3,3,3,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/blank.jpg,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,427.5142,4,right,2.3294,,1,1.5,431.8765,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,432.3795,5,up,0.3935,,0,1,434.29,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,434.7906,6,up,0.0685,,0,1.5,436.888,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,437.388,7,right,2.0646,,0,0.5,440.4845,0,7,7,7,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,440.985,8,up,0.1556,,1,1,442.6657,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,443.1672,9,up,0.058,,1,1.5,445.2473,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,445.7473,10,up,0.1395,,1,1.5,447.8964,0,10,10,10,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,448.3968,11,up,0.3508,,1,1,450.2765,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,450.7762,12,up,0.0022,,1,0.5,451.8071,0,12,12,12,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,452.3095,13,up,0.0507,,1,1,453.8884,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,454.3901,14,up,1.5727,,1,1.5,457.9849,0,14,14,14,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,1condition/mainTrials5.xlsx,463.4961,0,up,0.1546,,0,1.5,465.6788,0,0,0,0,1,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,466.179,1,up,0.0557,,0,1.5,468.2583,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,468.7585,2,left,0.1541,,1,1.5,470.9393,0,2,2,2,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,471.4401,3,left,1.3509,,1,1,474.319,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,474.8211,4,left,0.0323,,1,0.5,475.8847,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,476.3856,5,left,0.0368,,0,0.5,477.4506,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,477.9517,6,left,0.0621,,0,0.5,479.0329,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,479.5315,7,right,0.0337,,1,1.5,481.5955,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,482.0968,8,right,0.1851,,1,1.5,484.31,0,8,8,8,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,484.8091,9,right,0.3883,,1,1,486.7251,0,9,9,9,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,487.2241,10,right,0.0663,,1,1.5,489.3229,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,489.8236,11,,,,,1.5,489.3229,0,11,11,11,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,495.0454,12,right,0.9822,,1,1,497.547,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,498.0382,13,right,0.3663,,1,1.5,500.4287,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,500.9316,14,right,0.4107,,1,1.5,503.3752,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,1condition/mainTrials6.xlsx,508.8915,0,left,0.4848,,0,1.5,511.4006,0,0,0,0,1,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,511.9021,1,up,0.3043,,1,0.5,513.2331,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,513.7339,2,up,0.3749,,1,1.5,516.1299,0,2,2,2,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,516.6316,3,up,0.2215,,1,1.5,518.877,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,519.3813,4,up,0.2363,,0,0.5,520.6427,0,4,4,4,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,521.1437,5,right,0.1994,,1,1.5,523.3796,0,5,5,5,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,523.8732,6,right,0.107,,1,1.5,526.0043,0,6,6,6,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,526.5033,7,right,0.5985,,1,1.5,529.1337,0,7,7,7,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,529.6356,8,right,0.0007,,1,0.5,530.667,0,8,8,8,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,531.1658,9,right,0.0058,,1,1,532.6986,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,533.1978,10,right,1.619,,0,0.5,535.8443,0,10,10,10,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,536.3455,11,up,2.4609,,1,1,540.3401,0,11,11,11,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,540.8407,12,up,0.205,,1,0.5,542.0731,0,12,12,12,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,542.5715,13,up,0.9999,,1,1.5,545.6029,0,13,13,13,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,546.1042,14,up,0.1192,,1,0.5,547.2501,0,14,14,14,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,1condition/mainTrials7.xlsx,552.7689,0,up,1.7504,,1,1,556.0428,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,556.5424,1,up,0.036,,1,0.5,557.6071,0,1,1,1,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,558.1091,2,up,0.1842,,1,1,559.8231,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,560.3234,3,up,0.084,,1,1,561.9371,0,3,3,3,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,562.4376,4,up,2.8923,,1,1.5,567.3489,0,4,4,4,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,567.8479,5,up,1.0858,,1,1,570.4624,0,5,5,5,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,570.9637,6,,,,,1,570.4624,0,6,6,6,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,576.1949,7,up,0.0606,,1,1,577.7718,0,7,7,7,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,up
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,578.2729,8,,,,,0.5,577.7718,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,1,2,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,583.4954,9,,,,,1.5,577.7718,0,9,9,9,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,588.7163,10,up,1.7987,,0,1.5,592.5354,0,10,10,10,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,stimuli/bead_b.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,593.026,11,up,3.1388,,0,0.5,597.1874,0,11,11,11,1,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,597.6864,12,,,,,1,597.1874,0,12,12,12,1,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,602.9167,13,up,0.1687,,0,1,604.621,0,13,13,13,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,605.1145,14,,,,,1,604.621,0,14,14,14,1,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_g.PNG,stimuli/bead_y.PNG,stimuli/bead_g.PNG,2,3,right
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,1,,,,,,,,,,,,8,1condition/mainTrials8.xlsx,615.3524,0,,,,,1,604.621,0,0,0,0,1,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,620.5666,1,,,,,0.5,604.621,0,1,1,1,1,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,625.7956,2,right,3.0019,,0,0.5,629.8222,0,2,2,2,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,630.3217,3,,,,,0.5,629.8222,0,3,3,3,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,stimuli/blank.jpg,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,635.5467,4,,,,,1.5,629.8222,0,4,4,4,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_y.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,640.762,5,,,,,1.5,629.8222,0,5,5,5,1,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,645.9862,6,,,,,0.5,629.8222,0,6,6,6,1,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,651.2056,7,,,,,1.5,629.8222,0,7,7,7,1,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
,,,1A,path,2024-04-22_18h21.10.763,Fish Game,2023.1.3,MacIntel,59.17159763,pid,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,656.4364,8,,,,,1,629.8222,0,8,8,8,1,stimuli/bead_y.PNG,stimuli/bead_b.PNG,stimuli/bead_g.PNG,stimuli/bead_b.PNG,stimuli/bead_b.PNG,0,1,left
