prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trial,fish1_p,fish2_p,fish3_p,fish4_p,fish5_p,pond_p,pond_p2,pond_p3,ins1_key.started,ins1_image.started,text_1b.started,ins1_key.keys,ins1_key.rt,ins1_key.duration,text_2.started,ins2_key.started,text_3.started,ins3_key.started,box_show_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.576984919025563,13.576984919025563,13.576984919025563,escape,60.15302718896419,None,,,,,,99,2023-07-24_10h49.57.595,FishGame,2023.1.3,60.012199525113004,
,,,,,,,,,,,,,,,,,,,73.75763689499581,73.75763689499581,89.89691374299582,89.89691374299582,101.23295496002538,,,,,,
